input,output,type,IE
" To help the sick, the hospital set up a free clinic."," in aid of the sick, the hospital set up a free clinic.",prepositional_phrase,in aid of
" To assist the sick, the hospital set up a free clinic."," in aid of the sick, the hospital set up a free clinic.",prepositional_phrase,in aid of
" To support the sick, the hospital set up a free clinic."," in aid of the sick, the hospital set up a free clinic.",prepositional_phrase,in aid of
" To help the homeless, the city set up a shelter."," in aid of the homeless, the city set up a shelter.",prepositional_phrase,in aid of
" To assist the homeless, the city set up a shelter."," in aid of the homeless, the city set up a shelter.",prepositional_phrase,in aid of
" To support the homeless, the city set up a shelter."," in aid of the homeless, the city set up a shelter.",prepositional_phrase,in aid of
" To help the hungry, the food bank set up a distribution center."," in aid of the hungry, the food bank set up a distribution center.",prepositional_phrase,in aid of
" To assist the hungry, the food bank set up a distribution center."," in aid of the hungry, the food bank set up a distribution center.",prepositional_phrase,in aid of
" To support the hungry, the food bank set up a distribution center."," in aid of the hungry, the food bank set up a distribution center.",prepositional_phrase,in aid of
" Probably, the sun will rise tomorrow morning."," in all likelihood, the sun will rise tomorrow morning.",prepositional_phrase,in all likelihood
" Most likely, the sun will rise tomorrow morning."," in all likelihood, the sun will rise tomorrow morning.",prepositional_phrase,in all likelihood
" Very likely, the sun will rise tomorrow morning."," in all likelihood, the sun will rise tomorrow morning.",prepositional_phrase,in all likelihood
" Probably, I will finish my homework tonight."," in all likelihood, i will finish my homework tonight.",prepositional_phrase,in all likelihood
" Most likely, I will finish my homework tonight."," in all likelihood, i will finish my homework tonight.",prepositional_phrase,in all likelihood
" Very likely, I will finish my homework tonight."," in all likelihood, i will finish my homework tonight.",prepositional_phrase,in all likelihood
" Probably, we will go to the park tomorrow afternoon."," in all likelihood, we will go to the park tomorrow afternoon.",prepositional_phrase,in all likelihood
" Most likely, we will go to the park tomorrow afternoon."," in all likelihood, we will go to the park tomorrow afternoon.",prepositional_phrase,in all likelihood
" Very likely, we will go to the park tomorrow afternoon."," in all likelihood, we will go to the park tomorrow afternoon.",prepositional_phrase,in all likelihood
" Probably, I will see my friends at school tomorrow."," in all likelihood, i will see my friends at school tomorrow.",prepositional_phrase,in all likelihood
" Most likely, I will see my friends at school tomorrow."," in all likelihood, i will see my friends at school tomorrow.",prepositional_phrase,in all likelihood
" Very likely, I will see my friends at school tomorrow."," in all likelihood, i will see my friends at school tomorrow.",prepositional_phrase,in all likelihood
" Immediately, the world around me changed."," in an instant, the world around me changed.",prepositional_phrase,in an instant
" At once, the world around me changed."," in an instant, the world around me changed.",prepositional_phrase,in an instant
" Instantly, the world around me changed."," in an instant, the world around me changed.",prepositional_phrase,in an instant
" Immediately, I was no longer the person I used to be."," in an instant, i was no longer the person i used to be.",prepositional_phrase,in an instant
" At once, I was no longer the person I used to be."," in an instant, i was no longer the person i used to be.",prepositional_phrase,in an instant
" Instantly, I was no longer the person I used to be."," in an instant, i was no longer the person i used to be.",prepositional_phrase,in an instant
" Immediately, my life was turned upside down."," in an instant, my life was turned upside down.",prepositional_phrase,in an instant
" At once, my life was turned upside down."," in an instant, my life was turned upside down.",prepositional_phrase,in an instant
" Instantly, my life was turned upside down."," in an instant, my life was turned upside down.",prepositional_phrase,in an instant
" Immediately, everything I knew was gone."," in an instant, everything i knew was gone.",prepositional_phrase,in an instant
" At once, everything I knew was gone."," in an instant, everything i knew was gone.",prepositional_phrase,in an instant
" Instantly, everything I knew was gone."," in an instant, everything i knew was gone.",prepositional_phrase,in an instant
 The crowd was in a tumult when the president took the stage., the crowd was in an uproar when the president took the stage.,prepositional_phrase,in an uproar
 The crowd was in a hubbub when the president took the stage., the crowd was in an uproar when the president took the stage.,prepositional_phrase,in an uproar
" In response to your question, I am doing well."," in answer to your question, i am doing well.",prepositional_phrase,in answer to
" In reply to your question, I am doing well."," in answer to your question, i am doing well.",prepositional_phrase,in answer to
" In answer to your question, I am doing well."," in answer to your question, i am doing well.",prepositional_phrase,in answer to
" In response to your question, I am not sure."," in answer to your question, i am not sure.",prepositional_phrase,in answer to
" In reply to your question, I am not sure."," in answer to your question, i am not sure.",prepositional_phrase,in answer to
" In answer to your question, I am not sure."," in answer to your question, i am not sure.",prepositional_phrase,in answer to
" In response to your question, I am sorry."," in answer to your question, i am sorry.",prepositional_phrase,in answer to
" In reply to your question, I am sorry."," in answer to your question, i am sorry.",prepositional_phrase,in answer to
" In answer to your question, I am sorry."," in answer to your question, i am sorry.",prepositional_phrase,in answer to
" In response to your question, I do not know."," in answer to your question, i do not know.",prepositional_phrase,in answer to
" In reply to your question, I do not know."," in answer to your question, i do not know.",prepositional_phrase,in answer to
" In answer to your question, I do not know."," in answer to your question, i do not know.",prepositional_phrase,in answer to
" In expectation of the new year, many people make resolutions to improve their lives."," in anticipation of the new year, many people make resolutions to improve their lives.",prepositional_phrase,in anticipation of
" In hope of the new year, many people make resolutions to improve their lives."," in anticipation of the new year, many people make resolutions to improve their lives.",prepositional_phrase,in anticipation of
" In preparation for the new year, many people make resolutions to improve their lives."," in anticipation of the new year, many people make resolutions to improve their lives.",prepositional_phrase,in anticipation of
" In expectation of the party, she spent hours getting ready and making sure everything was perfect."," in anticipation of the party, she spent hours getting ready and making sure everything was perfect.",prepositional_phrase,in anticipation of
" In hope of the party, she spent hours getting ready and making sure everything was perfect."," in anticipation of the party, she spent hours getting ready and making sure everything was perfect.",prepositional_phrase,in anticipation of
" In preparation for the party, she spent hours getting ready and making sure everything was perfect."," in anticipation of the party, she spent hours getting ready and making sure everything was perfect.",prepositional_phrase,in anticipation of
" In expectation of the big game, the team practiced hard all week to make sure they were prepared."," in anticipation of the big game, the team practiced hard all week to make sure they were prepared.",prepositional_phrase,in anticipation of
" In hope of the big game, the team practiced hard all week to make sure they were prepared."," in anticipation of the big game, the team practiced hard all week to make sure they were prepared.",prepositional_phrase,in anticipation of
" In preparation for the big game, the team practiced hard all week to make sure they were prepared."," in anticipation of the big game, the team practiced hard all week to make sure they were prepared.",prepositional_phrase,in anticipation of
" In expectation of the long journey ahead, they packed their bags and said their goodbyes."," in anticipation of the long journey ahead, they packed their bags and said their goodbyes.",prepositional_phrase,in anticipation of
" In hope of the long journey ahead, they packed their bags and said their goodbyes."," in anticipation of the long journey ahead, they packed their bags and said their goodbyes.",prepositional_phrase,in anticipation of
" In preparation for the long journey ahead, they packed their bags and said their goodbyes."," in anticipation of the long journey ahead, they packed their bags and said their goodbyes.",prepositional_phrase,in anticipation of
 I am astonished by your strength., i am in awe of your strength.,prepositional_phrase,in awe of
 I am amazed by your strength., i am in awe of your strength.,prepositional_phrase,in awe of
 I am awestruck by your strength., i am in awe of your strength.,prepositional_phrase,in awe of
 I am astonished by your courage., i am in awe of your courage.,prepositional_phrase,in awe of
 I am amazed by your courage., i am in awe of your courage.,prepositional_phrase,in awe of
 I am awestruck by your courage., i am in awe of your courage.,prepositional_phrase,in awe of
 I am astonished by your determination., i am in awe of your determination.,prepositional_phrase,in awe of
 I am amazed by your determination., i am in awe of your determination.,prepositional_phrase,in awe of
 I am awestruck by your determination., i am in awe of your determination.,prepositional_phrase,in awe of
 I am astonished by your perseverance., i am in awe of your perseverance.,prepositional_phrase,in awe of
 I am amazed by your perseverance., i am in awe of your perseverance.,prepositional_phrase,in awe of
 I am awestruck your perseverance., i am in awe of your perseverance.,prepositional_phrase,in awe of
 The flowers in bloom were a beautiful sight., the flowers in blossom were a beautiful sight.,prepositional_phrase,in blossom
 The trees in bloom were a beautiful sight., the trees in blossom were a beautiful sight.,prepositional_phrase,in blossom
 The garden in bloom was a beautiful sight., the garden in blossom was a beautiful sight.,prepositional_phrase,in blossom
 The park in bloom was a beautiful sight., the park in blossom was a beautiful sight.,prepositional_phrase,in blossom
" Succinctly, I would like to say that I am very disappointed with the service I received."," in brief, i would like to say that i am very disappointed with the service i received.",prepositional_phrase,in brief
" In a nutshell, I would like to say that I am very disappointed with the service I received."," in brief, i would like to say that i am very disappointed with the service i received.",prepositional_phrase,in brief
" To sum up, I would like to say that I am very disappointed with the service I received."," in brief, i would like to say that i am very disappointed with the service i received.",prepositional_phrase,in brief
" Succinctly, I would like to say that I am very disappointed with the product I received."," in brief, i would like to say that i am very disappointed with the product i received.",prepositional_phrase,in brief
" In a nutshell, I would like to say that I am very disappointed with the product I received."," in brief, i would like to say that i am very disappointed with the product i received.",prepositional_phrase,in brief
" To sum up, I would like to say that I am very disappointed with the product I received."," in brief, i would like to say that i am very disappointed with the product i received.",prepositional_phrase,in brief
" Succinctly, I would like to say that I am very disappointed with the customer service I received."," in brief, i would like to say that i am very disappointed with the customer service i received.",prepositional_phrase,in brief
" In a nutshell, I would like to say that I am very disappointed with the customer service I received."," in brief, i would like to say that i am very disappointed with the customer service i received.",prepositional_phrase,in brief
" To sum up, I would like to say that I am very disappointed with the customer service I received."," in brief, i would like to say that i am very disappointed with the customer service i received.",prepositional_phrase,in brief
" Succinctly, I would like to say that I am very disappointed with the company I received."," in brief, i would like to say that i am very disappointed with the company i received.",prepositional_phrase,in brief
" In a nutshell, I would like to say that I am very disappointed with the company I received."," in brief, i would like to say that i am very disappointed with the company i received.",prepositional_phrase,in brief
" To sum up, I would like to say that I am very disappointed with the company I received."," in brief, i would like to say that i am very disappointed with the company i received.",prepositional_phrase,in brief
 You can save money by buying in large quantities., you can save money by buying in bulk.,prepositional_phrase,in bulk
 You can save money by buying in great numbers., you can save money by buying in bulk.,prepositional_phrase,in bulk
 You can save money by buying in large amounts., you can save money by buying in bulk.,prepositional_phrase,in bulk
 It's more convenient to buy in large quantities., it's more convenient to buy in bulk.,prepositional_phrase,in bulk
 It's more convenient to buy in great numbers., it's more convenient to buy in bulk.,prepositional_phrase,in bulk
 It's more convenient to buy in large amounts., it's more convenient to buy in bulk.,prepositional_phrase,in bulk
 You can get a discount if you buy in large quantities., you can get a discount if you buy in bulk.,prepositional_phrase,in bulk
 You can get a discount if you buy in great numbers., you can get a discount if you buy in bulk.,prepositional_phrase,in bulk
 You can get a discount if you buy in large amounts., you can get a discount if you buy in bulk.,prepositional_phrase,in bulk
 You can find a better selection when you buy in large quantities., you can find a better selection when you buy in bulk.,prepositional_phrase,in bulk
 You can find a better selection when you buy in great numbers., you can find a better selection when you buy in bulk.,prepositional_phrase,in bulk
 You can find a better selection when you buy in large amounts., you can find a better selection when you buy in bulk.,prepositional_phrase,in bulk
 The company president is responsible for making major decisions., the company president is in charge of making major decisions.,prepositional_phrase,in charge of
 The company president is in control of making major decisions., the company president is in charge of making major decisions.,prepositional_phrase,in charge of
 The head of the household is responsible for keeping the peace., the head of the household is in charge of keeping the peace.,prepositional_phrase,in charge of
 The head of the household is in control of keeping the peace., the head of the household is in charge of keeping the peace.,prepositional_phrase,in charge of
 The captain of the ship is responsible for steering the vessel., the captain of the ship is in charge of steering the vessel.,prepositional_phrase,in charge of
 The captain of the ship is in control of steering the vessel., the captain of the ship is in charge of steering the vessel.,prepositional_phrase,in charge of
 The leader of the pack is responsible for keeping the others safe., the leader of the pack is in charge of keeping the others safe.,prepositional_phrase,in charge of
 The leader of the pack is in control of keeping the others safe., the leader of the pack is in charge of keeping the others safe.,prepositional_phrase,in charge of
" In partnership with our partners, we are committed to providing the best possible products and services."," in collaboration with our partners, we are committed to providing the best possible products and services.",prepositional_phrase,in collaboration with
" In association with our partners, we are committed to providing the best possible products and services."," in collaboration with our partners, we are committed to providing the best possible products and services.",prepositional_phrase,in collaboration with
" In partnership with our team of experts, we are confident that we can provide you with the best possible solution."," in collaboration with our team of experts, we are confident that we can provide you with the best possible solution.",prepositional_phrase,in collaboration with
" In association with our team of experts, we are confident that we can provide you with the best possible solution."," in collaboration with our team of experts, we are confident that we can provide you with the best possible solution.",prepositional_phrase,in collaboration with
" In partnership with our network of suppliers, we are able to offer you the best possible prices."," in collaboration with our network of suppliers, we are able to offer you the best possible prices.",prepositional_phrase,in collaboration with
" In association with our network of suppliers, we are able to offer you the best possible prices."," in collaboration with our network of suppliers, we are able to offer you the best possible prices.",prepositional_phrase,in collaboration with
" In partnership with our customer service team, we are confident that we can provide you with the best possible experience."," in collaboration with our customer service team, we are confident that we can provide you with the best possible experience.",prepositional_phrase,in collaboration with
" In association with our customer service team, we are confident that we can provide you with the best possible experience."," in collaboration with our customer service team, we are confident that we can provide you with the best possible experience.",prepositional_phrase,in collaboration with
" In conjunction with a strong work ethic, education is a powerful tool."," in combination with a strong work ethic, education is a powerful tool.",prepositional_phrase,in combination with
" In coordination with a strong work ethic, education is a powerful tool."," in combination with a strong work ethic, education is a powerful tool.",prepositional_phrase,in combination with
" Together with a strong work ethic, education is a powerful tool."," in combination with a strong work ethic, education is a powerful tool.",prepositional_phrase,in combination with
" In conjunction with a positive attitude, anything is possible."," in combination with a positive attitude, anything is possible.",prepositional_phrase,in combination with
" In coordination with a positive attitude, anything is possible."," in combination with a positive attitude, anything is possible.",prepositional_phrase,in combination with
" Together with a positive attitude, anything is possible."," in combination with a positive attitude, anything is possible.",prepositional_phrase,in combination with
" In conjunction with dedication and determination, success is inevitable."," in combination with dedication and determination, success is inevitable.",prepositional_phrase,in combination with
" In coordination with dedication and determination, success is inevitable."," in combination with dedication and determination, success is inevitable.",prepositional_phrase,in combination with
" Together with dedication and determination, success is inevitable."," in combination with dedication and determination, success is inevitable.",prepositional_phrase,in combination with
" In conjunction with patience and perseverance, greatness can be achieved."," in combination with patience and perseverance, greatness can be achieved.",prepositional_phrase,in combination with
" In coordination with patience and perseverance, greatness can be achieved."," in combination with patience and perseverance, greatness can be achieved.",prepositional_phrase,in combination with
" Together with patience and perseverance, greatness can be achieved."," in combination with patience and perseverance, greatness can be achieved.",prepositional_phrase,in combination with
 He was in charge of the ship when it hit the iceberg., he was in command of the ship when it hit the iceberg.,prepositional_phrase,in command of
 He was in control of the ship when it hit the iceberg., he was in command of the ship when it hit the iceberg.,prepositional_phrase,in command of
 He was in charge the ship when it hit the iceberg., he was in command of the ship when it hit the iceberg.,prepositional_phrase,in command of
 She was in charge of the company when it went bankrupt., she was in command of the company when it went bankrupt.,prepositional_phrase,in command of
 She was in control of the company when it went bankrupt., she was in command of the company when it went bankrupt.,prepositional_phrase,in command of
 She was in charge the company when it went bankrupt., she was in command of the company when it went bankrupt.,prepositional_phrase,in command of
 He was in charge of the army when it was defeated., he was in command of the army when it was defeated.,prepositional_phrase,in command of
 He was in control of the army when it was defeated., he was in command of the army when it was defeated.,prepositional_phrase,in command of
 He was in charge the army when it was defeated., he was in command of the army when it was defeated.,prepositional_phrase,in command of
 She was in charge of the government when it was overthrown., she was in command of the government when it was overthrown.,prepositional_phrase,in command of
 She was in control of the government when it was overthrown., she was in command of the government when it was overthrown.,prepositional_phrase,in command of
 She was in charge the government when it was overthrown., she was in command of the government when it was overthrown.,prepositional_phrase,in command of
" As a result of his hard work, John was given a raise."," in compensation for his hard work, john was given a raise.",prepositional_phrase,in compensation for
" In exchange for his hard work, John was given a raise."," in compensation for his hard work, john was given a raise.",prepositional_phrase,in compensation for
" As a trade-off for his hard work, John was given a raise."," in compensation for his hard work, john was given a raise.",prepositional_phrase,in compensation for
" As a result of her years of service, Jane was given a pension."," in compensation for her years of service, jane was given a pension.",prepositional_phrase,in compensation for
" In exchange for her years of service, Jane was given a pension."," in compensation for her years of service, jane was given a pension.",prepositional_phrase,in compensation for
" As a trade-off for her years of service, Jane was given a pension."," in compensation for her years of service, jane was given a pension.",prepositional_phrase,in compensation for
" As a result of their loss, the family was given a free vacation."," in compensation for their loss, the family was given a free vacation.",prepositional_phrase,in compensation for
" In exchange for their loss, the family was given a free vacation."," in compensation for their loss, the family was given a free vacation.",prepositional_phrase,in compensation for
" As a trade-off for their loss, the family was given a free vacation."," in compensation for their loss, the family was given a free vacation.",prepositional_phrase,in compensation for
" As a result of his injuries, the man was given a large sum of money."," in compensation for his injuries, the man was given a large sum of money.",prepositional_phrase,in compensation for
" In exchange for his injuries, the man was given a large sum of money."," in compensation for his injuries, the man was given a large sum of money.",prepositional_phrase,in compensation for
" As a trade-off for his injuries, the man was given a large sum of money."," in compensation for his injuries, the man was given a large sum of money.",prepositional_phrase,in compensation for
" In summary, I would like to say that I am very grateful for your help."," in conclusion, i would like to say that i am very grateful for your help.",prepositional_phrase,in conclusion
" In short, I would like to say that I am very grateful for your help."," in conclusion, i would like to say that i am very grateful for your help.",prepositional_phrase,in conclusion
" In conclusion, I would like to say that I am very grateful for your help."," in conclusion, i would like to say that i am very grateful for your help.",prepositional_phrase,in conclusion
" In summary, I would like to thank you for your time and effort."," in conclusion, i would like to thank you for your time and effort.",prepositional_phrase,in conclusion
" In short, I would like to thank you for your time and effort."," in conclusion, i would like to thank you for your time and effort.",prepositional_phrase,in conclusion
" In conclusion, I would like to thank you for your time and effort."," in conclusion, i would like to thank you for your time and effort.",prepositional_phrase,in conclusion
" In summary, I would like to express my appreciation for your help."," in conclusion, i would like to express my appreciation for your help.",prepositional_phrase,in conclusion
" In short, I would like to express my appreciation for your help."," in conclusion, i would like to express my appreciation for your help.",prepositional_phrase,in conclusion
" In conclusion, I would like to express my appreciation for your help."," in conclusion, i would like to express my appreciation for your help.",prepositional_phrase,in conclusion
" In summary, I would like to say thank you for your assistance."," in conclusion, i would like to say thank you for your assistance.",prepositional_phrase,in conclusion
" In short, I would like to say thank you for your assistance."," in conclusion, i would like to say thank you for your assistance.",prepositional_phrase,in conclusion
" In conclusion, I would like to say thank you for your assistance."," in conclusion, i would like to say thank you for your assistance.",prepositional_phrase,in conclusion
 I need to speak with you in secret about something important., i need to speak with you in confidence about something important.,prepositional_phrase,in confidence
 I need to speak with you in private about something important., i need to speak with you in confidence about something important.,prepositional_phrase,in confidence
" I hope you can keep this in secret, but I'm really struggling."," i hope you can keep this in confidence, but i'm really struggling.",prepositional_phrase,in confidence
" I hope you can keep this in private, but I'm really struggling."," i hope you can keep this in confidence, but i'm really struggling.",prepositional_phrase,in confidence
" I'm only telling you this in secret, but I'm really worried about her."," i'm only telling you this in confidence, but i'm really worried about her.",prepositional_phrase,in confidence
" I'm only telling you this in private, but I'm really worried about her."," i'm only telling you this in confidence, but i'm really worried about her.",prepositional_phrase,in confidence
" I don't want to say anything in secret, but I think he's in over his head."," i don't want to say anything in confidence, but i think he's in over his head.",prepositional_phrase,in confidence
" I don't want to say anything in private, but I think he's in over his head."," i don't want to say anything in confidence, but i think he's in over his head.",prepositional_phrase,in confidence
" In jail, I often feel like I'm losing my mind."," in confinement, i often feel like i'm losing my mind.",prepositional_phrase,in confinement
" In prison, I often feel like I'm losing my mind."," in confinement, i often feel like i'm losing my mind.",prepositional_phrase,in confinement
" In custody, I often feel like I'm losing my mind."," in confinement, i often feel like i'm losing my mind.",prepositional_phrase,in confinement
" In jail, I often feel like I'm going stir-crazy."," in confinement, i often feel like i'm going stir-crazy.",prepositional_phrase,in confinement
" In prison, I often feel like I'm going stir-crazy."," in confinement, i often feel like i'm going stir-crazy.",prepositional_phrase,in confinement
" In custody, I often feel like I'm going stir-crazy."," in confinement, i often feel like i'm going stir-crazy.",prepositional_phrase,in confinement
" In jail, I often feel like I'm going crazy from the boredom."," in confinement, i often feel like i'm going crazy from the boredom.",prepositional_phrase,in confinement
" In prison, I often feel like I'm going crazy from the boredom."," in confinement, i often feel like i'm going crazy from the boredom.",prepositional_phrase,in confinement
" In custody, I often feel like I'm going crazy from the boredom."," in confinement, i often feel like i'm going crazy from the boredom.",prepositional_phrase,in confinement
" In jail, I often feel like I'm going to lose my sanity if I don't get out soon."," in confinement, i often feel like i'm going to lose my sanity if i don't get out soon.",prepositional_phrase,in confinement
" In prison, I often feel like I'm going to lose my sanity if I don't get out soon."," in confinement, i often feel like i'm going to lose my sanity if i don't get out soon.",prepositional_phrase,in confinement
" In custody, I often feel like I'm going to lose my sanity if I don't get out soon."," in confinement, i often feel like i'm going to lose my sanity if i don't get out soon.",prepositional_phrase,in confinement
" Perplexed, I often find myself lost in thought."," in confusion, i often find myself lost in thought.",prepositional_phrase,in confusion
" Baffled, I often find myself lost in thought."," in confusion, i often find myself lost in thought.",prepositional_phrase,in confusion
" Befuddled, I often find myself lost in thought."," in confusion, i often find myself lost in thought.",prepositional_phrase,in confusion
" Perplexed, I sometimes feel like I'm swimming in a sea of questions."," in confusion, i sometimes feel like i'm swimming in a sea of questions.",prepositional_phrase,in confusion
" Baffled, I sometimes feel like I'm swimming in a sea of questions."," in confusion, i sometimes feel like i'm swimming in a sea of questions.",prepositional_phrase,in confusion
" Befuddled, I sometimes feel like I'm swimming in a sea of questions."," in confusion, i sometimes feel like i'm swimming in a sea of questions.",prepositional_phrase,in confusion
" Perplexed, I often feel like I'm grasping at straws."," in confusion, i often feel like i'm grasping at straws.",prepositional_phrase,in confusion
" Baffled, I often feel like I'm grasping at straws."," in confusion, i often feel like i'm grasping at straws.",prepositional_phrase,in confusion
" Befuddled, I often feel like I'm grasping at straws."," in confusion, i often feel like i'm grasping at straws.",prepositional_phrase,in confusion
" Perplexed, I sometimes feel like I'm running in circles."," in confusion, i sometimes feel like i'm running in circles.",prepositional_phrase,in confusion
" Baffled, I sometimes feel like I'm running in circles."," in confusion, i sometimes feel like i'm running in circles.",prepositional_phrase,in confusion
" Befuddled, I sometimes feel like I'm running in circles."," in confusion, i sometimes feel like i'm running in circles.",prepositional_phrase,in confusion
" Together with the release of the new iPhone, apple has also announced a new operating system."," in conjunction with the release of the new iphone, apple has also announced a new operating system.",prepositional_phrase,in conjunction with
" Along with the release of the new iPhone, apple has also announced a new operating system."," in conjunction with the release of the new iphone, apple has also announced a new operating system.",prepositional_phrase,in conjunction with
" In addition to the release of the new iPhone, apple has also announced a new operating system."," in conjunction with the release of the new iphone, apple has also announced a new operating system.",prepositional_phrase,in conjunction with
" Together with the increase in demand for organic food, many farmers are now growing organic crops."," in conjunction with the increase in demand for organic food, many farmers are now growing organic crops.",prepositional_phrase,in conjunction with
" Along with the increase in demand for organic food, many farmers are now growing organic crops."," in conjunction with the increase in demand for organic food, many farmers are now growing organic crops.",prepositional_phrase,in conjunction with
" In addition to the increase in demand for organic food, many farmers are now growing organic crops."," in conjunction with the increase in demand for organic food, many farmers are now growing organic crops.",prepositional_phrase,in conjunction with
" Together with the decrease in the number of people smoking, the number of people with lung cancer has also decreased."," in conjunction with the decrease in the number of people smoking, the number of people with lung cancer has also decreased.",prepositional_phrase,in conjunction with
" Along with the decrease in the number of people smoking, the number of people with lung cancer has also decreased."," in conjunction with the decrease in the number of people smoking, the number of people with lung cancer has also decreased.",prepositional_phrase,in conjunction with
" In addition to the decrease in the number of people smoking, the number of people with lung cancer has also decreased."," in conjunction with the decrease in the number of people smoking, the number of people with lung cancer has also decreased.",prepositional_phrase,in conjunction with
" Together with the increase in the number of people using social media, the number of people communicating face-to-face has decreased."," in conjunction with the increase in the number of people using social media, the number of people communicating face-to-face has decreased.",prepositional_phrase,in conjunction with
" Along with the increase in the number of people using social media, the number of people communicating face-to-face has decreased."," in conjunction with the increase in the number of people using social media, the number of people communicating face-to-face has decreased.",prepositional_phrase,in conjunction with
" In addition to the increase in the number of people using social media, the number of people communicating face-to-face has decreased."," in conjunction with the increase in the number of people using social media, the number of people communicating face-to-face has decreased.",prepositional_phrase,in conjunction with
" In relation to my previous question, I would like to know if there is anything else I should be doing."," in connection with my previous question, i would like to know if there is anything else i should be doing.",prepositional_phrase,in connection with
" With reference to my previous question, I would like to know if there is anything else I should be doing."," in connection with my previous question, i would like to know if there is anything else i should be doing.",prepositional_phrase,in connection with
" With regard to my previous question, I would like to know if there is anything else I should be doing."," in connection with my previous question, i would like to know if there is anything else i should be doing.",prepositional_phrase,in connection with
" In relation to the project we discussed, I have a few more questions."," in connection with the project we discussed, i have a few more questions.",prepositional_phrase,in connection with
" With reference to the project we discussed, I have a few more questions."," in connection with the project we discussed, i have a few more questions.",prepositional_phrase,in connection with
" With regard to the project we discussed, I have a few more questions."," in connection with the project we discussed, i have a few more questions.",prepositional_phrase,in connection with
" In relation to the meeting we scheduled for next week, I need to know if there are any changes."," in connection with the meeting we scheduled for next week, i need to know if there are any changes.",prepositional_phrase,in connection with
" With reference to the meeting we scheduled for next week, I need to know if there are any changes."," in connection with the meeting we scheduled for next week, i need to know if there are any changes.",prepositional_phrase,in connection with
" With regard to the meeting we scheduled for next week, I need to know if there are any changes."," in connection with the meeting we scheduled for next week, i need to know if there are any changes.",prepositional_phrase,in connection with
" In relation to the information I received, I have a few questions for you."," in connection with the information i received, i have a few questions for you.",prepositional_phrase,in connection with
" With reference to the information I received, I have a few questions for you."," in connection with the information i received, i have a few questions for you.",prepositional_phrase,in connection with
" With regard to the information I received, I have a few questions for you."," in connection with the information i received, i have a few questions for you.",prepositional_phrase,in connection with
" As a result of his actions, he was arrested."," in consequence of his actions, he was arrested.",prepositional_phrase,in consequence of
" Because of his actions, he was arrested."," in consequence of his actions, he was arrested.",prepositional_phrase,in consequence of
" Due to his actions, he was arrested."," in consequence of his actions, he was arrested.",prepositional_phrase,in consequence of
" As a result of her decision, she was fired."," in consequence of her decision, she was fired.",prepositional_phrase,in consequence of
" Because of her decision, she was fired."," in consequence of her decision, she was fired.",prepositional_phrase,in consequence of
" Due to her decision, she was fired."," in consequence of her decision, she was fired.",prepositional_phrase,in consequence of
" As a result of their negligence, they were sued."," in consequence of their negligence, they were sued.",prepositional_phrase,in consequence of
" Because of their negligence, they were sued."," in consequence of their negligence, they were sued.",prepositional_phrase,in consequence of
" Due to their negligence, they were sued."," in consequence of their negligence, they were sued.",prepositional_phrase,in consequence of
" As a result of his confession, he was sentenced to life in prison."," in consequence of his confession, he was sentenced to life in prison.",prepositional_phrase,in consequence of
" Because of his confession, he was sentenced to life in prison."," in consequence of his confession, he was sentenced to life in prison.",prepositional_phrase,in consequence of
" Due to his confession, he was sentenced to life in prison."," in consequence of his confession, he was sentenced to life in prison.",prepositional_phrase,in consequence of
" In opposition to the darkness of night, the sun brings light and life to the world."," in contrast with the darkness of night, the sun brings light and life to the world.",prepositional_phrase,in contrast with
" At odds with the darkness of night, the sun brings light and life to the world."," in contrast with the darkness of night, the sun brings light and life to the world.",prepositional_phrase,in contrast with
" In opposition to the cold of winter, the summer is a time of warmth and happiness."," in contrast with the cold of winter, the summer is a time of warmth and happiness.",prepositional_phrase,in contrast with
" At odds with the cold of winter, the summer is a time of warmth and happiness."," in contrast with the cold of winter, the summer is a time of warmth and happiness.",prepositional_phrase,in contrast with
" In opposition to the chaos of the city, the countryside is a place of peace and tranquility."," in contrast with the chaos of the city, the countryside is a place of peace and tranquility.",prepositional_phrase,in contrast with
" At odds with the chaos of the city, the countryside is a place of peace and tranquility."," in contrast with the chaos of the city, the countryside is a place of peace and tranquility.",prepositional_phrase,in contrast with
" In opposition to the noise of the city, the forest is a place of silence and serenity."," in contrast with the noise of the city, the forest is a place of silence and serenity.",prepositional_phrase,in contrast with
" At odds with the noise of the city, the forest is a place of silence and serenity."," in contrast with the noise of the city, the forest is a place of silence and serenity.",prepositional_phrase,in contrast with
 She was in charge of her emotions., she was in control of her emotions.,prepositional_phrase,in control of
 She was in command of her emotions., she was in control of her emotions.,prepositional_phrase,in control of
 He was in charge of his destiny., he was in control of his destiny.,prepositional_phrase,in control of
 He was in command of his destiny., he was in control of his destiny.,prepositional_phrase,in control of
 They were in charge of their own lives., they were in control of their own lives.,prepositional_phrase,in control of
 They were in command of their own lives., they were in control of their own lives.,prepositional_phrase,in control of
 We were in charge of our own fate., we were in control of our own fate.,prepositional_phrase,in control of
 We were in command of our own fate., we were in control of our own fate.,prepositional_phrase,in control of
 The fleet of ships sailed in a line across the ocean., the fleet of ships sailed in convoy across the ocean.,prepositional_phrase,in convoy
 The fleet of ships sailed in a column across the ocean., the fleet of ships sailed in convoy across the ocean.,prepositional_phrase,in convoy
